stmt_ref,booking_date,tx_val,description,ext_memo,unit
B4183,2025-10-11,"₹ 98,740.00",Apple Store,BANK-ONLY-REF-337,INR
B4184,2025-11-06,"₹ 136,541.00",BigBasket,BANK-ONLY-REF-533,INR
B4185,2025-11-05,"₹ 118,305.00",BookMyShow,BANK-ONLY-REF-371,INR
B4186,2025-11-08,"₹ 94,834.00",Myntra,BANK-ONLY-REF-440,INR
B4187,2025-10-22,"₹ 92,608.00",Swiggy,BANK-ONLY-REF-376,INR
B4188,2025-10-08,"₹ 107,019.00",Flipkart,BANK-ONLY-REF-798,INR
B4189,2025-10-09,"₹ 125,269.00",Ola,BANK-ONLY-REF-205,INR
B4190,2025-10-13,"₹ 139,601.00",Ola,BANK-ONLY-REF-543,INR
B4191,2025-10-12,"₹ 116,833.00",Uber,BANK-ONLY-REF-150,INR
B4192,2025-10-14,"₹ 91,467.00",Apple Store,BANK-ONLY-REF-932,INR
B4193,2025-10-13,"₹ 103,342.00",Myntra,BANK-ONLY-REF-551,INR
B4194,2025-11-10,"₹ 120,373.00",Amazon India,BANK-ONLY-REF-395,INR
B4195,2025-10-28,"₹ 106,576.00",Zomato,BANK-ONLY-REF-921,INR
B4196,2025-10-23,"₹ 121,295.00",BookMyShow,BANK-ONLY-REF-890,INR
B4197,2025-11-20,"₹ 90,983.00",MakeMyTrip,BANK-ONLY-REF-919,INR
B4198,2025-11-11,"₹ 100,987.00",MakeMyTrip,BANK-ONLY-REF-107,INR
B4199,2025-10-01,"₹ 107,947.00",Reliance Mart,BANK-ONLY-REF-417,INR
B4200,2025-10-04,"₹ 108,387.00",IRCTC,BANK-ONLY-REF-211,INR
B4201,2025-11-03,"₹ 115,478.00",Air India,BANK-ONLY-REF-160,INR
B4202,2025-10-06,"₹ 136,179.00",Spotify,BANK-ONLY-REF-451,INR
B4203,2025-11-03,"₹ 119,897.00",Amazon India,BANK-ONLY-REF-524,INR
B4204,2025-10-18,"₹ 102,206.00",Myntra,BANK-ONLY-REF-766,INR
B4205,2025-10-28,"₹ 115,344.00",IRCTC,BANK-ONLY-REF-996,INR
B4206,2025-10-05,"₹ 140,353.00",Flipkart,BANK-ONLY-REF-623,INR
B4207,2025-10-05,"₹ 134,253.00",Uber,BANK-ONLY-REF-129,INR
B4208,2025-10-20,"₹ 142,926.00",Amazon India,BANK-ONLY-REF-278,INR
B4209,2025-11-04,"₹ 121,663.00",Zomato,BANK-ONLY-REF-951,INR
B4210,2025-11-16,"₹ 137,582.00",Google Play,BANK-ONLY-REF-707,INR
B4211,2025-11-01,"₹ 133,989.00",Apple Store,BANK-ONLY-REF-378,INR
B4212,2025-11-30,"₹ 115,420.00",BigBasket,BANK-ONLY-REF-739,INR
B4213,2025-10-05,"₹ 110,798.00",Uber,BANK-ONLY-REF-600,INR
B4214,2025-10-31,"₹ 132,657.00",Google Play,BANK-ONLY-REF-937,INR
B4215,2025-10-24,"₹ 97,354.00",Reliance Mart,BANK-ONLY-REF-307,INR
B4216,2025-10-29,"₹ 144,653.00",Myntra,BANK-ONLY-REF-741,INR
B4217,2025-10-19,"₹ 122,111.00",DMart,BANK-ONLY-REF-110,INR
B4218,2025-11-20,"₹ 91,592.00",Zomato,BANK-ONLY-REF-271,INR
B4219,2025-10-26,"₹ 124,143.00",IRCTC,BANK-ONLY-REF-421,INR
B4220,2025-11-24,"₹ 113,267.00",Myntra,BANK-ONLY-REF-315,INR
B4221,2025-10-04,"₹ 99,378.00",Air India,BANK-ONLY-REF-379,INR
B4222,2025-10-01,"₹ 132,024.00",Spotify,BANK-ONLY-REF-712,INR
B4223,2025-10-16,"₹ 140,625.00",Flipkart,BANK-ONLY-REF-770,INR
B4224,2025-11-25,"₹ 140,373.00",BookMyShow,BANK-ONLY-REF-783,INR
B4225,2025-11-21,"₹ 145,266.00",BigBasket,BANK-ONLY-REF-324,INR
B4226,2025-10-03,"₹ 142,920.00",Google Play,BANK-ONLY-REF-511,INR
B4227,2025-10-05,"₹ 111,448.00",Spotify,BANK-ONLY-REF-289,INR
B4228,2025-10-07,"₹ 131,742.00",Flipkart,BANK-ONLY-REF-778,INR
B4229,2025-10-14,"₹ 145,755.00",Air India,BANK-ONLY-REF-121,INR
B4230,2025-10-27,"₹ 139,711.00",Spotify,BANK-ONLY-REF-577,INR
B4231,2025-11-23,"₹ 145,081.00",Apple Store,BANK-ONLY-REF-131,INR
B4232,2025-11-20,"₹ 92,696.00",Uber,BANK-ONLY-REF-799,INR
B4233,2025-10-18,"₹ 122,156.00",Flipkart,BANK-ONLY-REF-661,INR
B4234,2025-11-18,"₹ 122,646.00",Uber,BANK-ONLY-REF-633,INR
B4235,2025-10-21,"₹ 91,818.00",MakeMyTrip,BANK-ONLY-REF-514,INR
B4236,2025-11-16,"₹ 127,852.00",Zomato,BANK-ONLY-REF-577,INR
B4237,2025-10-21,"₹ 148,416.00",BigBasket,BANK-ONLY-REF-771,INR
B4238,2025-11-02,"₹ 141,891.00",Flipkart,BANK-ONLY-REF-138,INR
B4239,2025-11-12,"₹ 131,938.00",Apple Store,BANK-ONLY-REF-980,INR
B4240,2025-10-01,"₹ 131,989.00",Air India,BANK-ONLY-REF-691,INR
B4241,2025-10-26,"₹ 117,632.00",Air India,BANK-ONLY-REF-321,INR
B4242,2025-10-30,"₹ 104,059.00",Reliance Mart,BANK-ONLY-REF-227,INR
B4243,2025-10-13,"₹ 142,663.00",Air India,BANK-ONLY-REF-538,INR
B4244,2025-10-02,"₹ 112,370.00",Swiggy,BANK-ONLY-REF-258,INR
B4245,2025-10-29,"₹ 102,409.00",Reliance Mart,BANK-ONLY-REF-452,INR
B4246,2025-11-26,"₹ 114,592.00",Apple Store,BANK-ONLY-REF-853,INR
B4247,2025-11-24,"₹ 108,818.00",Amazon India,BANK-ONLY-REF-716,INR
B4248,2025-11-25,"₹ 105,529.00",Paytm Mall,BANK-ONLY-REF-178,INR
B4249,2025-11-25,"₹ 95,798.00",Paytm Mall,BANK-ONLY-REF-223,INR
B4250,2025-11-19,"₹ 123,124.00",BigBasket,BANK-ONLY-REF-108,INR
B4251,2025-11-23,"₹ 115,620.00",BigBasket,BANK-ONLY-REF-714,INR
B4252,2025-11-23,"₹ 127,495.00",Spotify,BANK-ONLY-REF-172,INR
B4253,2025-10-23,"₹ 108,343.00",Uber,BANK-ONLY-REF-182,INR
B4254,2025-11-08,"₹ 99,557.00",DMart,BANK-ONLY-REF-400,INR
B4255,2025-11-15,"₹ 146,983.00",IRCTC,BANK-ONLY-REF-296,INR
B4256,2025-10-11,"₹ 90,471.00",BookMyShow,BANK-ONLY-REF-945,INR
B4257,2025-10-17,"₹ 106,171.00",Uber,BANK-ONLY-REF-769,INR
B4258,2025-10-11,"₹ 122,629.00",Myntra,BANK-ONLY-REF-384,INR
B4259,2025-10-27,"₹ 131,255.00",Ola,BANK-ONLY-REF-697,INR
B4260,2025-10-21,"₹ 110,306.00",BigBasket,BANK-ONLY-REF-774,INR
B4261,2025-11-18,"₹ 143,923.00",Air India,BANK-ONLY-REF-772,INR
B4262,2025-10-15,"₹ 144,130.00",Myntra,BANK-ONLY-REF-446,INR
B4263,2025-10-15,"₹ 127,448.00",Amazon India,BANK-ONLY-REF-474,INR
B4264,2025-11-04,"₹ 93,595.00",Apple Store,BANK-ONLY-REF-565,INR
B4265,2025-10-29,"₹ 143,742.00",Flipkart,BANK-ONLY-REF-571,INR
B4266,2025-10-28,"₹ 119,003.00",Reliance Mart,BANK-ONLY-REF-694,INR
B4267,2025-11-14,"₹ 129,774.00",Amazon India,BANK-ONLY-REF-426,INR
B4268,2025-11-20,"₹ 114,514.00",Paytm Mall,BANK-ONLY-REF-898,INR
B4269,2025-11-30,"₹ 107,239.00",Amazon India,BANK-ONLY-REF-788,INR
B4270,2025-10-23,"₹ 145,248.00",Swiggy,BANK-ONLY-REF-894,INR
B4271,2025-11-09,"₹ 95,731.00",Ola,BANK-ONLY-REF-646,INR
B4272,2025-11-28,"₹ 103,479.00",Uber,BANK-ONLY-REF-686,INR
B4273,2025-10-11,"₹ 119,539.00",Amazon India,BANK-ONLY-REF-173,INR
B4274,2025-11-20,"₹ 141,213.00",Myntra,BANK-ONLY-REF-898,INR
B4275,2025-10-11,"₹ 125,979.00",BookMyShow,BANK-ONLY-REF-787,INR
B4276,2025-10-31,"₹ 93,553.00",IRCTC,BANK-ONLY-REF-982,INR
B4277,2025-10-08,"₹ 140,234.00",Air India,BANK-ONLY-REF-241,INR
B4278,2025-11-18,"₹ 141,532.00",Swiggy,BANK-ONLY-REF-459,INR
B4279,2025-11-09,"₹ 99,180.00",Reliance Mart,BANK-ONLY-REF-756,INR
B4280,2025-11-02,"₹ 128,754.00",Myntra,BANK-ONLY-REF-726,INR
B4281,2025-11-29,"₹ 105,649.00",Zomato,BANK-ONLY-REF-368,INR
B4282,2025-11-30,"₹ 91,878.00",Amazon India,BANK-ONLY-REF-928,INR
B4283,2025-11-02,"₹ 148,786.00",Swiggy,BANK-ONLY-REF-210,INR
B4284,2025-10-28,"₹ 90,252.00",BigBasket,BANK-ONLY-REF-189,INR
B4285,2025-10-30,"₹ 147,557.00",Myntra,BANK-ONLY-REF-677,INR
B4286,2025-11-16,"₹ 125,416.00",MakeMyTrip,BANK-ONLY-REF-779,INR
B4287,2025-11-16,"₹ 117,378.00",BigBasket,BANK-ONLY-REF-811,INR
B4288,2025-11-01,"₹ 107,133.00",Google Play,BANK-ONLY-REF-513,INR
B4289,2025-11-02,"₹ 123,607.00",Air India,BANK-ONLY-REF-940,INR
B4290,2025-10-26,"₹ 136,399.00",Uber,BANK-ONLY-REF-608,INR
B4291,2025-11-10,"₹ 120,384.00",MakeMyTrip,BANK-ONLY-REF-499,INR
B4292,2025-10-24,"₹ 94,894.00",BookMyShow,BANK-ONLY-REF-326,INR
B4293,2025-11-29,"₹ 130,738.00",DMart,BANK-ONLY-REF-288,INR
B4294,2025-11-27,"₹ 140,344.00",Uber,BANK-ONLY-REF-612,INR
B4295,2025-11-20,"₹ 146,509.00",Spotify,BANK-ONLY-REF-761,INR
B4296,2025-10-13,"₹ 110,246.00",Reliance Mart,BANK-ONLY-REF-748,INR
B4297,2025-11-05,"₹ 146,146.00",Paytm Mall,BANK-ONLY-REF-545,INR
B4298,2025-10-01,"₹ 96,715.00",Amazon India,BANK-ONLY-REF-757,INR
B4299,2025-10-11,"₹ 138,931.00",BookMyShow,BANK-ONLY-REF-557,INR
B4300,2025-11-13,"₹ 115,623.00",IndiGo,BANK-ONLY-REF-568,INR
B4301,2025-11-14,"₹ 128,556.00",Google Play,BANK-ONLY-REF-121,INR
B4302,2025-11-07,"₹ 122,290.00",MakeMyTrip,BANK-ONLY-REF-750,INR
B4303,2025-10-28,"₹ 125,203.00",Reliance Mart,BANK-ONLY-REF-501,INR
B4304,2025-10-19,"₹ 113,286.00",Ola,BANK-ONLY-REF-462,INR
B4305,2025-11-14,"₹ 102,605.00",Air India,BANK-ONLY-REF-541,INR
B4306,2025-10-20,"₹ 147,983.00",Air India,BANK-ONLY-REF-741,INR
B4307,2025-10-17,"₹ 132,599.00",Ola,BANK-ONLY-REF-405,INR
B4308,2025-11-06,"₹ 98,287.00",Netflix,BANK-ONLY-REF-631,INR
B4309,2025-10-18,"₹ 132,268.00",Zomato,BANK-ONLY-REF-441,INR
B4310,2025-10-17,"₹ 135,013.00",Paytm Mall,BANK-ONLY-REF-505,INR
B4311,2025-10-14,"₹ 140,105.00",IRCTC,BANK-ONLY-REF-349,INR
B4312,2025-11-20,"₹ 102,896.00",Myntra,BANK-ONLY-REF-331,INR
B4313,2025-10-02,"₹ 137,806.00",Myntra,BANK-ONLY-REF-639,INR
B4314,2025-11-16,"₹ 123,230.00",BigBasket,BANK-ONLY-REF-585,INR
B4315,2025-10-26,"₹ 118,398.00",Swiggy,BANK-ONLY-REF-505,INR
B4316,2025-11-01,"₹ 113,452.00",BigBasket,BANK-ONLY-REF-606,INR
B4317,2025-11-29,"₹ 135,966.00",MakeMyTrip,BANK-ONLY-REF-972,INR
B4318,2025-10-21,"₹ 102,689.00",Myntra,BANK-ONLY-REF-608,INR
B4319,2025-10-12,"₹ 109,153.00",Air India,BANK-ONLY-REF-573,INR
B4320,2025-11-15,"₹ 115,994.00",Ola,BANK-ONLY-REF-978,INR
B4321,2025-10-27,"₹ 118,737.00",Apple Store,BANK-ONLY-REF-442,INR
B4322,2025-10-22,"₹ 117,567.00",BigBasket,BANK-ONLY-REF-495,INR
B4323,2025-10-27,"₹ 104,215.00",DMart,BANK-ONLY-REF-585,INR
B4324,2025-11-16,"₹ 143,519.00",Apple Store,BANK-ONLY-REF-248,INR
B4325,2025-11-19,"₹ 134,396.00",BookMyShow,BANK-ONLY-REF-905,INR
B4326,2025-10-03,"₹ 105,012.00",BigBasket,BANK-ONLY-REF-911,INR
B4327,2025-10-10,"₹ 93,464.00",Paytm Mall,BANK-ONLY-REF-348,INR
B4328,2025-11-04,"₹ 100,295.00",Flipkart,BANK-ONLY-REF-793,INR
B4329,2025-11-03,"₹ 102,488.00",BookMyShow,BANK-ONLY-REF-582,INR
B4330,2025-11-17,"₹ 124,367.00",Netflix,BANK-ONLY-REF-706,INR
B4331,2025-10-01,"₹ 119,754.00",Swiggy,BANK-ONLY-REF-358,INR
B4332,2025-10-11,"₹ 128,194.00",Paytm Mall,BANK-ONLY-REF-849,INR
B4333,2025-10-28,"₹ 134,719.00",MakeMyTrip,BANK-ONLY-REF-817,INR
B4334,2025-11-08,"₹ 148,160.00",Uber,BANK-ONLY-REF-189,INR
B4335,2025-10-17,"₹ 111,675.00",Amazon India,BANK-ONLY-REF-607,INR
B4336,2025-11-18,"₹ 109,691.00",Flipkart,BANK-ONLY-REF-595,INR
B4337,2025-10-20,"₹ 106,174.00",MakeMyTrip,BANK-ONLY-REF-631,INR
B4338,2025-10-12,"₹ 142,112.00",Air India,BANK-ONLY-REF-369,INR
B4339,2025-11-07,"₹ 105,106.00",Air India,BANK-ONLY-REF-545,INR
B4340,2025-11-10,"₹ 120,593.00",Google Play,BANK-ONLY-REF-449,INR
B4341,2025-10-21,"₹ 111,858.00",IndiGo,BANK-ONLY-REF-194,INR
B4342,2025-10-17,"₹ 95,229.00",IRCTC,BANK-ONLY-REF-749,INR
B4343,2025-10-31,"₹ 107,572.00",BookMyShow,BANK-ONLY-REF-110,INR
B4344,2025-10-07,"₹ 112,989.00",Paytm Mall,BANK-ONLY-REF-527,INR
B4345,2025-10-20,"₹ 125,930.00",DMart,BANK-ONLY-REF-959,INR
B4346,2025-11-06,"₹ 147,429.00",Zomato,BANK-ONLY-REF-266,INR
B4347,2025-10-09,"₹ 128,386.00",MakeMyTrip,BANK-ONLY-REF-453,INR
B4348,2025-10-03,"₹ 101,960.00",Ola,BANK-ONLY-REF-539,INR
B4349,2025-11-26,"₹ 91,764.00",MakeMyTrip,BANK-ONLY-REF-699,INR
B4350,2025-10-13,"₹ 142,812.00",Ola,BANK-ONLY-REF-880,INR
B4351,2025-11-23,"₹ 115,943.00",Apple Store,BANK-ONLY-REF-208,INR
B4352,2025-11-09,"₹ 107,537.00",IndiGo,BANK-ONLY-REF-572,INR
B4353,2025-10-07,"₹ 138,208.00",MakeMyTrip,BANK-ONLY-REF-221,INR
B4354,2025-11-08,"₹ 123,830.00",IndiGo,BANK-ONLY-REF-199,INR
B4355,2025-10-13,"₹ 113,488.00",DMart,BANK-ONLY-REF-252,INR
B4356,2025-10-13,"₹ 93,430.00",DMart,BANK-ONLY-REF-816,INR
B4357,2025-11-12,"₹ 102,634.00",Air India,BANK-ONLY-REF-308,INR
B4358,2025-11-24,"₹ 100,357.00",Netflix,BANK-ONLY-REF-246,INR
B4359,2025-11-09,"₹ 126,943.00",IRCTC,BANK-ONLY-REF-767,INR
B4360,2025-10-06,"₹ 92,054.00",IndiGo,BANK-ONLY-REF-358,INR
B4361,2025-10-15,"₹ 111,367.00",Swiggy,BANK-ONLY-REF-415,INR
B4362,2025-10-20,"₹ 106,874.00",Ola,BANK-ONLY-REF-245,INR
B4363,2025-10-27,"₹ 132,560.00",Reliance Mart,BANK-ONLY-REF-480,INR
B4364,2025-11-25,"₹ 132,982.00",MakeMyTrip,BANK-ONLY-REF-434,INR
B4365,2025-11-29,"₹ 127,092.00",Paytm Mall,BANK-ONLY-REF-898,INR
B4366,2025-11-20,"₹ 119,932.00",Swiggy,BANK-ONLY-REF-513,INR
B4367,2025-10-28,"₹ 138,357.00",BookMyShow,BANK-ONLY-REF-269,INR
B4368,2025-10-29,"₹ 114,421.00",Apple Store,BANK-ONLY-REF-875,INR
B4369,2025-10-29,"₹ 128,297.00",Reliance Mart,BANK-ONLY-REF-495,INR
B4370,2025-10-15,"₹ 121,645.00",Flipkart,BANK-ONLY-REF-547,INR
B4371,2025-11-27,"₹ 100,579.00",Google Play,BANK-ONLY-REF-542,INR
B4372,2025-11-09,"₹ 138,933.00",Flipkart,BANK-ONLY-REF-813,INR
B4373,2025-10-07,"₹ 92,025.00",Paytm Mall,BANK-ONLY-REF-657,INR
B4374,2025-10-22,"₹ 133,937.00",BookMyShow,BANK-ONLY-REF-552,INR
B4375,2025-10-03,"₹ 107,125.00",Google Play,BANK-ONLY-REF-485,INR
B4376,2025-10-19,"₹ 145,705.00",Flipkart,BANK-ONLY-REF-615,INR
B4377,2025-10-20,"₹ 114,708.00",Myntra,BANK-ONLY-REF-360,INR
B4378,2025-11-21,"₹ 115,513.00",Apple Store,BANK-ONLY-REF-855,INR
B4379,2025-10-27,"₹ 112,009.00",Swiggy,BANK-ONLY-REF-665,INR
B4380,2025-10-06,"₹ 140,134.00",DMart,BANK-ONLY-REF-856,INR
B4381,2025-10-16,"₹ 122,388.00",IRCTC,BANK-ONLY-REF-272,INR
B4382,2025-10-04,"₹ 119,574.00",Apple Store,BANK-ONLY-REF-330,INR
B4383,2025-10-17,"₹ 115,541.00",Flipkart,BANK-ONLY-REF-279,INR
B4384,2025-10-03,"₹ 140,864.00",Reliance Mart,BANK-ONLY-REF-813,INR
B4385,2025-10-25,"₹ 130,584.00",Amazon India,BANK-ONLY-REF-647,INR
B4386,2025-10-28,"₹ 109,962.00",BookMyShow,BANK-ONLY-REF-470,INR
B4387,2025-10-19,"₹ 147,688.00",Spotify,BANK-ONLY-REF-758,INR
B4388,2025-10-11,"₹ 103,221.00",Netflix,BANK-ONLY-REF-423,INR
B4389,2025-10-18,"₹ 104,619.00",Spotify,BANK-ONLY-REF-804,INR
B4390,2025-10-29,"₹ 135,548.00",Google Play,BANK-ONLY-REF-428,INR
B4391,2025-11-20,"₹ 130,329.00",Paytm Mall,BANK-ONLY-REF-205,INR
B4392,2025-10-21,"₹ 116,667.00",Flipkart,BANK-ONLY-REF-735,INR
B4393,2025-11-03,"₹ 125,167.00",IndiGo,BANK-ONLY-REF-915,INR
B4394,2025-11-01,"₹ 145,017.00",IRCTC,BANK-ONLY-REF-263,INR
B4395,2025-10-17,"₹ 147,559.00",Amazon India,BANK-ONLY-REF-635,INR
B4396,2025-10-28,"₹ 119,158.00",Apple Store,BANK-ONLY-REF-233,INR
B4397,2025-10-03,"₹ 93,718.00",DMart,BANK-ONLY-REF-804,INR
B4398,2025-11-24,"₹ 95,117.00",Swiggy,BANK-ONLY-REF-690,INR
B4399,2025-10-05,"₹ 110,721.00",Uber,BANK-ONLY-REF-788,INR
B4400,2025-10-18,"₹ 136,585.00",Google Play,BANK-ONLY-REF-261,INR
B4401,2025-10-14,"₹ 115,007.00",BookMyShow,BANK-ONLY-REF-391,INR
B4402,2025-10-08,"₹ 102,625.00",Zomato,BANK-ONLY-REF-242,INR
B4403,2025-11-02,"₹ 92,771.00",Paytm Mall,BANK-ONLY-REF-183,INR
B4404,2025-10-09,"₹ 101,023.00",DMart,BANK-ONLY-REF-499,INR
B4405,2025-10-20,"₹ 110,319.00",Netflix,BANK-ONLY-REF-204,INR
B4406,2025-10-18,"₹ 141,369.00",Google Play,BANK-ONLY-REF-560,INR
B4407,2025-10-16,"₹ 119,931.00",Myntra,BANK-ONLY-REF-122,INR
B4408,2025-10-26,"₹ 135,341.00",Zomato,BANK-ONLY-REF-837,INR
B4409,2025-11-12,"₹ 121,192.00",BigBasket,BANK-ONLY-REF-312,INR
B4410,2025-11-13,"₹ 101,811.00",Amazon India,BANK-ONLY-REF-556,INR
B4411,2025-11-28,"₹ 115,061.00",BigBasket,BANK-ONLY-REF-554,INR
B4412,2025-10-16,"₹ 111,730.00",Amazon India,BANK-ONLY-REF-212,INR
B4413,2025-10-03,"₹ 118,010.00",IRCTC,BANK-ONLY-REF-513,INR
B4414,2025-11-12,"₹ 109,057.00",IRCTC,BANK-ONLY-REF-907,INR
B4415,2025-11-08,"₹ 121,684.00",Myntra,BANK-ONLY-REF-537,INR
B4416,2025-10-03,"₹ 141,611.00",Air India,BANK-ONLY-REF-600,INR
B4417,2025-10-31,"₹ 135,721.00",Apple Store,BANK-ONLY-REF-327,INR
B4418,2025-10-29,"₹ 90,117.00",Reliance Mart,BANK-ONLY-REF-451,INR
B4419,2025-11-10,"₹ 93,686.00",Swiggy,BANK-ONLY-REF-221,INR
B4420,2025-10-24,"₹ 129,792.00",Flipkart,BANK-ONLY-REF-860,INR
B4421,2025-11-06,"₹ 106,000.00",Apple Store,BANK-ONLY-REF-219,INR
B4422,2025-11-23,"₹ 144,599.00",Myntra,BANK-ONLY-REF-428,INR
B4423,2025-10-07,"₹ 114,818.00",IRCTC,BANK-ONLY-REF-228,INR
B4424,2025-11-04,"₹ 110,136.00",IndiGo,BANK-ONLY-REF-124,INR
B4425,2025-10-16,"₹ 149,840.00",Spotify,BANK-ONLY-REF-555,INR
B4426,2025-11-05,"₹ 120,922.00",Air India,BANK-ONLY-REF-899,INR
B4427,2025-11-03,"₹ 132,140.00",BigBasket,BANK-ONLY-REF-871,INR
B4428,2025-10-20,"₹ 113,780.00",Google Play,BANK-ONLY-REF-327,INR
B4429,2025-11-09,"₹ 99,392.00",Myntra,BANK-ONLY-REF-177,INR
B4430,2025-11-21,"₹ 115,620.00",BookMyShow,BANK-ONLY-REF-347,INR
B4431,2025-10-26,"₹ 92,682.00",Flipkart,BANK-ONLY-REF-121,INR
B4432,2025-10-26,"₹ 146,195.00",BookMyShow,BANK-ONLY-REF-936,INR
B4433,2025-11-14,"₹ 124,284.00",Amazon India,BANK-ONLY-REF-497,INR
B4434,2025-11-02,"₹ 110,539.00",MakeMyTrip,BANK-ONLY-REF-597,INR
B4435,2025-10-15,"₹ 111,132.00",Uber,BANK-ONLY-REF-631,INR
B4436,2025-11-27,"₹ 132,257.00",Reliance Mart,BANK-ONLY-REF-250,INR
B4437,2025-11-05,"₹ 91,465.00",Apple Store,BANK-ONLY-REF-266,INR
B4438,2025-11-09,"₹ 94,149.00",Zomato,BANK-ONLY-REF-263,INR
B4439,2025-11-08,"₹ 126,663.00",Amazon India,BANK-ONLY-REF-951,INR
B4440,2025-11-22,"₹ 103,820.00",Amazon India,BANK-ONLY-REF-649,INR
B4441,2025-11-17,"₹ 121,877.00",IRCTC,BANK-ONLY-REF-668,INR
B4442,2025-10-17,"₹ 116,578.00",Apple Store,BANK-ONLY-REF-329,INR
B4443,2025-11-11,"₹ 107,549.00",Myntra,BANK-ONLY-REF-167,INR
B4444,2025-10-02,"₹ 109,506.00",Reliance Mart,BANK-ONLY-REF-481,INR
B4445,2025-11-15,"₹ 145,537.00",IndiGo,BANK-ONLY-REF-734,INR
B4446,2025-11-24,"₹ 125,769.00",IndiGo,BANK-ONLY-REF-849,INR
B4447,2025-10-19,"₹ 102,232.00",Myntra,BANK-ONLY-REF-873,INR
B4448,2025-11-05,"₹ 103,355.00",Uber,BANK-ONLY-REF-965,INR
B4449,2025-10-13,"₹ 93,082.00",Apple Store,BANK-ONLY-REF-838,INR
B4450,2025-11-03,"₹ 101,720.00",Paytm Mall,BANK-ONLY-REF-543,INR
B4451,2025-10-30,"₹ 92,117.00",Reliance Mart,BANK-ONLY-REF-537,INR
B4452,2025-10-26,"₹ 138,994.00",Swiggy,BANK-ONLY-REF-478,INR
B4453,2025-11-03,"₹ 145,213.00",DMart,BANK-ONLY-REF-976,INR
B4454,2025-11-25,"₹ 129,373.00",Myntra,BANK-ONLY-REF-369,INR
B4455,2025-11-11,"₹ 144,391.00",IRCTC,BANK-ONLY-REF-136,INR
B4456,2025-10-21,"₹ 147,462.00",Amazon India,BANK-ONLY-REF-301,INR
B4457,2025-10-16,"₹ 124,646.00",IRCTC,BANK-ONLY-REF-197,INR
B4458,2025-10-08,"₹ 115,214.00",BookMyShow,BANK-ONLY-REF-604,INR
B4459,2025-11-23,"₹ 144,217.00",Air India,BANK-ONLY-REF-674,INR
B4460,2025-11-21,"₹ 112,447.00",Reliance Mart,BANK-ONLY-REF-223,INR
B4461,2025-11-14,"₹ 119,751.00",Myntra,BANK-ONLY-REF-362,INR
B4462,2025-10-24,"₹ 114,783.00",Ola,BANK-ONLY-REF-651,INR
B4463,2025-11-19,"₹ 142,166.00",Myntra,BANK-ONLY-REF-493,INR
B4464,2025-11-12,"₹ 132,554.00",IndiGo,BANK-ONLY-REF-520,INR
B4465,2025-10-14,"₹ 101,451.00",Swiggy,BANK-ONLY-REF-819,INR
B4466,2025-10-25,"₹ 93,176.00",BigBasket,BANK-ONLY-REF-725,INR
B4467,2025-10-12,"₹ 106,033.00",Reliance Mart,BANK-ONLY-REF-654,INR
B4468,2025-10-25,"₹ 124,077.00",DMart,BANK-ONLY-REF-175,INR
B4469,2025-11-17,"₹ 148,183.00",Uber,BANK-ONLY-REF-432,INR
B4470,2025-10-05,"₹ 100,032.00",DMart,BANK-ONLY-REF-572,INR
B4471,2025-11-05,"₹ 131,135.00",IRCTC,BANK-ONLY-REF-901,INR
B4472,2025-10-30,"₹ 145,747.00",Paytm Mall,BANK-ONLY-REF-905,INR
B4473,2025-10-10,"₹ 104,115.00",MakeMyTrip,BANK-ONLY-REF-305,INR
B4474,2025-10-08,"₹ 91,189.00",Swiggy,BANK-ONLY-REF-464,INR
B4475,2025-10-31,"₹ 127,577.00",Myntra,BANK-ONLY-REF-393,INR
B4476,2025-10-14,"₹ 97,065.00",IndiGo,BANK-ONLY-REF-325,INR
B4477,2025-10-19,"₹ 125,195.00",MakeMyTrip,BANK-ONLY-REF-490,INR
B4478,2025-10-29,"₹ 128,372.00",Air India,BANK-ONLY-REF-377,INR
B4479,2025-10-10,"₹ 108,374.00",DMart,BANK-ONLY-REF-848,INR
B4480,2025-10-18,"₹ 111,228.00",IRCTC,BANK-ONLY-REF-625,INR
B4481,2025-11-09,"₹ 133,242.00",Google Play,BANK-ONLY-REF-156,INR
B4482,2025-11-15,"₹ 134,686.00",MakeMyTrip,BANK-ONLY-REF-718,INR
B4483,2025-11-06,"₹ 105,756.00",Spotify,BANK-ONLY-REF-513,INR
B4484,2025-10-23,"₹ 112,452.00",Netflix,BANK-ONLY-REF-109,INR
B4485,2025-11-12,"₹ 121,708.00",IRCTC,BANK-ONLY-REF-141,INR
B4486,2025-10-07,"₹ 124,145.00",Reliance Mart,BANK-ONLY-REF-855,INR
B4487,2025-11-20,"₹ 131,569.00",Google Play,BANK-ONLY-REF-858,INR
B4488,2025-10-09,"₹ 125,885.00",Apple Store,BANK-ONLY-REF-399,INR
B4489,2025-11-01,"₹ 144,679.00",IRCTC,BANK-ONLY-REF-395,INR
B4490,2025-11-16,"₹ 146,378.00",Apple Store,BANK-ONLY-REF-292,INR
B4491,2025-10-15,"₹ 146,400.00",Flipkart,BANK-ONLY-REF-328,INR
B4492,2025-11-28,"₹ 146,138.00",Paytm Mall,BANK-ONLY-REF-354,INR
B4493,2025-10-07,"₹ 125,013.00",Spotify,BANK-ONLY-REF-498,INR
