txn_id,entry_date,amt,vendor,ref_code,cur
L3918,2025-10-16,11,Zomato,LEDGER-MISSING-332,INR
L3919,2025-10-26,8,Apple Store,LEDGER-MISSING-952,INR
L3920,2025-11-01,4,Air India,LEDGER-MISSING-818,INR
L3921,2025-11-05,19,Zomato,LEDGER-MISSING-708,INR
L3922,2025-10-18,6,Apple Store,LEDGER-MISSING-597,INR
L3923,2025-11-16,10,Apple Store,LEDGER-MISSING-397,INR
L3924,2025-11-05,11,Zomato,LEDGER-MISSING-468,INR
L3925,2025-11-23,8,Myntra,LEDGER-MISSING-684,INR
L3926,2025-10-09,11,DMart,LEDGER-MISSING-230,INR
L3927,2025-11-03,6,DMart,LEDGER-MISSING-287,INR
L3928,2025-11-20,1,BigBasket,LEDGER-MISSING-108,INR
L3929,2025-10-29,8,Flipkart,LEDGER-MISSING-979,INR
L3930,2025-11-16,14,Reliance Mart,LEDGER-MISSING-401,INR
L3931,2025-10-03,4,Google Play,LEDGER-MISSING-569,INR
L3932,2025-10-16,14,Myntra,LEDGER-MISSING-647,INR
L3933,2025-11-23,19,IndiGo,LEDGER-MISSING-680,INR
L3934,2025-10-21,12,Zomato,LEDGER-MISSING-741,INR
L3935,2025-10-04,13,Google Play,LEDGER-MISSING-395,INR
L3936,2025-11-19,17,DMart,LEDGER-MISSING-998,INR
L3937,2025-11-06,14,Amazon India,LEDGER-MISSING-811,INR
L3938,2025-10-13,4,BigBasket,LEDGER-MISSING-641,INR
L3939,2025-11-22,14,Apple Store,LEDGER-MISSING-804,INR
L3940,2025-10-10,16,IRCTC,LEDGER-MISSING-629,INR
L3941,2025-10-12,13,BigBasket,LEDGER-MISSING-486,INR
L3942,2025-11-25,4,Air India,LEDGER-MISSING-374,INR
L3943,2025-10-05,8,IndiGo,LEDGER-MISSING-904,INR
L3944,2025-10-22,13,Zomato,LEDGER-MISSING-692,INR
L3945,2025-10-12,18,IRCTC,LEDGER-MISSING-675,INR
L3946,2025-11-13,20,DMart,LEDGER-MISSING-166,INR
L3947,2025-10-16,19,MakeMyTrip,LEDGER-MISSING-262,INR
L3948,2025-11-06,8,Flipkart,LEDGER-MISSING-621,INR
L3949,2025-10-26,17,Apple Store,LEDGER-MISSING-722,INR
L3950,2025-10-01,11,Apple Store,LEDGER-MISSING-555,INR
L3951,2025-10-21,18,IRCTC,LEDGER-MISSING-559,INR
L3952,2025-11-17,11,IRCTC,LEDGER-MISSING-967,INR
L3953,2025-11-27,9,Amazon India,LEDGER-MISSING-186,INR
L3954,2025-10-27,5,DMart,LEDGER-MISSING-214,INR
L3955,2025-10-03,15,BigBasket,LEDGER-MISSING-147,INR
L3956,2025-11-28,13,BigBasket,LEDGER-MISSING-274,INR
L3957,2025-11-24,1,Swiggy,LEDGER-MISSING-645,INR
L3958,2025-10-31,18,IndiGo,LEDGER-MISSING-579,INR
L3959,2025-10-16,18,Spotify,LEDGER-MISSING-582,INR
L3960,2025-10-24,18,BookMyShow,LEDGER-MISSING-775,INR
L3961,2025-10-24,15,BookMyShow,LEDGER-MISSING-274,INR
L3962,2025-11-25,19,Apple Store,LEDGER-MISSING-963,INR
L3963,2025-11-03,19,Paytm Mall,LEDGER-MISSING-124,INR
L3964,2025-11-19,13,Apple Store,LEDGER-MISSING-203,INR
L3965,2025-11-30,12,Zomato,LEDGER-MISSING-596,INR
L3966,2025-11-18,19,Ola,LEDGER-MISSING-890,INR
L3967,2025-11-23,20,Netflix,LEDGER-MISSING-876,INR
L3968,2025-10-12,6,Flipkart,LEDGER-MISSING-227,INR
L3969,2025-11-27,9,Spotify,LEDGER-MISSING-519,INR
L3970,2025-10-30,8,IRCTC,LEDGER-MISSING-817,INR
L3971,2025-11-02,17,Ola,LEDGER-MISSING-287,INR
L3972,2025-10-18,15,BigBasket,LEDGER-MISSING-299,INR
L3973,2025-10-14,2,Ola,LEDGER-MISSING-877,INR
L3974,2025-11-06,7,Spotify,LEDGER-MISSING-646,INR
L3975,2025-11-29,6,Swiggy,LEDGER-MISSING-976,INR
L3976,2025-11-21,13,IndiGo,LEDGER-MISSING-525,INR
L3977,2025-11-25,12,Amazon India,LEDGER-MISSING-762,INR
L3978,2025-10-24,9,Swiggy,LEDGER-MISSING-887,INR
L3979,2025-11-23,1,Netflix,LEDGER-MISSING-241,INR
L3980,2025-10-07,8,Myntra,LEDGER-MISSING-452,INR
L3981,2025-10-14,16,Air India,LEDGER-MISSING-621,INR
L3982,2025-11-09,8,Air India,LEDGER-MISSING-201,INR
L3983,2025-11-10,15,Swiggy,LEDGER-MISSING-691,INR
L3984,2025-10-12,14,Ola,LEDGER-MISSING-972,INR
L3985,2025-11-12,19,Netflix,LEDGER-MISSING-113,INR
L3986,2025-11-11,16,IRCTC,LEDGER-MISSING-984,INR
L3987,2025-11-25,12,IndiGo,LEDGER-MISSING-259,INR
L3988,2025-11-15,18,Air India,LEDGER-MISSING-251,INR
L3989,2025-10-11,16,IndiGo,LEDGER-MISSING-606,INR
L3990,2025-10-19,2,BigBasket,LEDGER-MISSING-712,INR
L3991,2025-11-08,9,Google Play,LEDGER-MISSING-978,INR
L3992,2025-11-25,2,Apple Store,LEDGER-MISSING-813,INR
L3993,2025-10-28,1,Netflix,LEDGER-MISSING-966,INR
L3994,2025-11-12,2,MakeMyTrip,LEDGER-MISSING-686,INR
L3995,2025-10-25,2,Google Play,LEDGER-MISSING-224,INR
L3996,2025-10-01,7,Netflix,LEDGER-MISSING-353,INR
L3997,2025-11-18,15,Paytm Mall,LEDGER-MISSING-305,INR
L3998,2025-10-07,7,Uber,LEDGER-MISSING-245,INR
L3999,2025-11-29,3,Google Play,LEDGER-MISSING-384,INR
L4000,2025-10-21,14,BigBasket,LEDGER-MISSING-602,INR
L4001,2025-11-25,15,Flipkart,LEDGER-MISSING-741,INR
L4002,2025-10-13,16,Amazon India,LEDGER-MISSING-141,INR
L4003,2025-10-18,1,BigBasket,LEDGER-MISSING-131,INR
L4004,2025-11-19,7,DMart,LEDGER-MISSING-948,INR
L4005,2025-10-21,14,Air India,LEDGER-MISSING-324,INR
L4006,2025-10-22,20,Myntra,LEDGER-MISSING-397,INR
L4007,2025-11-09,7,Reliance Mart,LEDGER-MISSING-903,INR
L4008,2025-10-10,19,Reliance Mart,LEDGER-MISSING-412,INR
L4009,2025-11-24,14,Netflix,LEDGER-MISSING-864,INR
L4010,2025-11-17,11,Swiggy,LEDGER-MISSING-759,INR
L4011,2025-10-06,15,Uber,LEDGER-MISSING-445,INR
L4012,2025-11-05,14,Netflix,LEDGER-MISSING-752,INR
L4013,2025-10-13,12,Apple Store,LEDGER-MISSING-524,INR
L4014,2025-10-02,9,Myntra,LEDGER-MISSING-627,INR
L4015,2025-11-11,9,BigBasket,LEDGER-MISSING-111,INR
L4016,2025-11-12,1,Uber,LEDGER-MISSING-156,INR
L4017,2025-10-04,4,Google Play,LEDGER-MISSING-904,INR
L4018,2025-10-21,6,BookMyShow,LEDGER-MISSING-374,INR
L4019,2025-10-14,14,Myntra,LEDGER-MISSING-165,INR
L4020,2025-11-18,12,BigBasket,LEDGER-MISSING-619,INR
L4021,2025-11-07,11,IRCTC,LEDGER-MISSING-481,INR
L4022,2025-11-11,19,Reliance Mart,LEDGER-MISSING-970,INR
L4023,2025-10-11,16,Amazon India,LEDGER-MISSING-874,INR
L4024,2025-11-07,6,Ola,LEDGER-MISSING-412,INR
L4025,2025-11-10,8,Zomato,LEDGER-MISSING-416,INR
L4026,2025-11-30,13,Paytm Mall,LEDGER-MISSING-149,INR
L4027,2025-10-07,10,Uber,LEDGER-MISSING-602,INR
L4028,2025-11-01,8,IRCTC,LEDGER-MISSING-982,INR
L4029,2025-10-15,14,Spotify,LEDGER-MISSING-341,INR
L4030,2025-10-20,2,Amazon India,LEDGER-MISSING-236,INR
L4031,2025-11-26,11,IndiGo,LEDGER-MISSING-579,INR
L4032,2025-11-19,4,Swiggy,LEDGER-MISSING-248,INR
L4033,2025-10-16,7,Ola,LEDGER-MISSING-274,INR
L4034,2025-10-22,6,Apple Store,LEDGER-MISSING-815,INR
L4035,2025-11-08,3,MakeMyTrip,LEDGER-MISSING-404,INR
L4036,2025-11-05,16,Apple Store,LEDGER-MISSING-507,INR
L4037,2025-11-29,19,BigBasket,LEDGER-MISSING-667,INR
L4038,2025-11-12,10,Apple Store,LEDGER-MISSING-801,INR
L4039,2025-10-11,5,Air India,LEDGER-MISSING-553,INR
L4040,2025-10-10,9,Paytm Mall,LEDGER-MISSING-513,INR
L4041,2025-11-02,3,Ola,LEDGER-MISSING-289,INR
L4042,2025-10-27,5,IRCTC,LEDGER-MISSING-273,INR
L4043,2025-11-11,11,Amazon India,LEDGER-MISSING-296,INR
L4044,2025-11-12,9,IRCTC,LEDGER-MISSING-559,INR
L4045,2025-10-15,2,BookMyShow,LEDGER-MISSING-694,INR
L4046,2025-11-11,12,Myntra,LEDGER-MISSING-274,INR
L4047,2025-10-13,11,Air India,LEDGER-MISSING-103,INR
L4048,2025-10-11,10,Amazon India,LEDGER-MISSING-198,INR
L4049,2025-11-17,15,MakeMyTrip,LEDGER-MISSING-543,INR
L4050,2025-11-23,6,Swiggy,LEDGER-MISSING-920,INR
L4051,2025-10-11,19,Apple Store,LEDGER-MISSING-668,INR
L4052,2025-11-09,12,Amazon India,LEDGER-MISSING-995,INR
L4053,2025-11-30,14,Apple Store,LEDGER-MISSING-532,INR
L4054,2025-10-21,4,Spotify,LEDGER-MISSING-135,INR
L4055,2025-10-15,3,MakeMyTrip,LEDGER-MISSING-370,INR
L4056,2025-11-28,17,IndiGo,LEDGER-MISSING-871,INR
L4057,2025-10-07,20,BigBasket,LEDGER-MISSING-100,INR
L4058,2025-11-25,6,Reliance Mart,LEDGER-MISSING-415,INR
L4059,2025-10-10,7,Air India,LEDGER-MISSING-442,INR
L4060,2025-11-02,13,Ola,LEDGER-MISSING-397,INR
L4061,2025-10-20,19,Zomato,LEDGER-MISSING-924,INR
L4062,2025-10-26,20,DMart,LEDGER-MISSING-273,INR
L4063,2025-11-22,17,Swiggy,LEDGER-MISSING-671,INR
L4064,2025-11-01,15,MakeMyTrip,LEDGER-MISSING-813,INR
L4065,2025-10-21,15,Paytm Mall,LEDGER-MISSING-908,INR
L4066,2025-11-26,15,Spotify,LEDGER-MISSING-139,INR
L4067,2025-11-01,12,Flipkart,LEDGER-MISSING-819,INR
L4068,2025-11-12,11,Paytm Mall,LEDGER-MISSING-187,INR
L4069,2025-10-25,12,Ola,LEDGER-MISSING-223,INR
L4070,2025-11-26,14,BookMyShow,LEDGER-MISSING-893,INR
L4071,2025-10-30,1,Paytm Mall,LEDGER-MISSING-800,INR
L4072,2025-10-30,19,Myntra,LEDGER-MISSING-774,INR
L4073,2025-11-26,10,Zomato,LEDGER-MISSING-173,INR
L4074,2025-10-09,9,Ola,LEDGER-MISSING-183,INR
L4075,2025-11-22,9,IRCTC,LEDGER-MISSING-371,INR
L4076,2025-11-23,9,IRCTC,LEDGER-MISSING-705,INR
L4077,2025-10-15,2,Amazon India,LEDGER-MISSING-128,INR
L4078,2025-10-22,1,Ola,LEDGER-MISSING-548,INR
L4079,2025-10-17,12,Myntra,LEDGER-MISSING-266,INR
L4080,2025-10-13,18,Flipkart,LEDGER-MISSING-492,INR
L4081,2025-11-26,13,Zomato,LEDGER-MISSING-929,INR
L4082,2025-10-21,13,Flipkart,LEDGER-MISSING-702,INR
L4083,2025-11-30,13,Apple Store,LEDGER-MISSING-658,INR
L4084,2025-11-29,19,DMart,LEDGER-MISSING-597,INR
L4085,2025-11-03,6,Uber,LEDGER-MISSING-873,INR
L4086,2025-11-01,13,Netflix,LEDGER-MISSING-902,INR
L4087,2025-11-03,7,BigBasket,LEDGER-MISSING-118,INR
L4088,2025-10-05,13,Myntra,LEDGER-MISSING-251,INR
L4089,2025-10-21,8,Zomato,LEDGER-MISSING-855,INR
L4090,2025-11-27,6,Swiggy,LEDGER-MISSING-572,INR
L4091,2025-11-15,1,Apple Store,LEDGER-MISSING-785,INR
L4092,2025-11-13,20,IRCTC,LEDGER-MISSING-657,INR
L4093,2025-10-06,15,DMart,LEDGER-MISSING-824,INR
L4094,2025-11-08,1,Air India,LEDGER-MISSING-121,INR
L4095,2025-10-27,10,BigBasket,LEDGER-MISSING-547,INR
L4096,2025-10-14,17,Reliance Mart,LEDGER-MISSING-335,INR
L4097,2025-10-23,7,Netflix,LEDGER-MISSING-484,INR
L4098,2025-10-26,16,Google Play,LEDGER-MISSING-727,INR
L4099,2025-11-14,1,Zomato,LEDGER-MISSING-135,INR
L4100,2025-11-29,2,Air India,LEDGER-MISSING-839,INR
L4101,2025-11-10,20,Amazon India,LEDGER-MISSING-101,INR
L4102,2025-11-12,17,Ola,LEDGER-MISSING-366,INR
L4103,2025-10-14,5,Air India,LEDGER-MISSING-449,INR
L4104,2025-10-28,18,Netflix,LEDGER-MISSING-820,INR
L4105,2025-10-22,8,DMart,LEDGER-MISSING-908,INR
L4106,2025-11-03,13,Apple Store,LEDGER-MISSING-722,INR
L4107,2025-11-11,5,DMart,LEDGER-MISSING-688,INR
L4108,2025-10-01,11,Ola,LEDGER-MISSING-518,INR
L4109,2025-10-30,17,Reliance Mart,LEDGER-MISSING-257,INR
L4110,2025-11-19,20,Netflix,LEDGER-MISSING-556,INR
L4111,2025-11-14,4,Paytm Mall,LEDGER-MISSING-311,INR
L4112,2025-11-08,4,Swiggy,LEDGER-MISSING-707,INR
L4113,2025-11-13,18,Myntra,LEDGER-MISSING-960,INR
L4114,2025-11-26,18,BigBasket,LEDGER-MISSING-749,INR
L4115,2025-10-24,14,Swiggy,LEDGER-MISSING-464,INR
L4116,2025-11-14,16,Myntra,LEDGER-MISSING-498,INR
L4117,2025-10-12,8,Apple Store,LEDGER-MISSING-304,INR
L4118,2025-10-14,3,BigBasket,LEDGER-MISSING-156,INR
L4119,2025-11-09,11,Paytm Mall,LEDGER-MISSING-885,INR
L4120,2025-11-06,17,Flipkart,LEDGER-MISSING-972,INR
L4121,2025-11-14,10,IRCTC,LEDGER-MISSING-202,INR
L4122,2025-10-05,18,Uber,LEDGER-MISSING-582,INR
L4123,2025-10-02,15,Swiggy,LEDGER-MISSING-513,INR
L4124,2025-11-04,15,Myntra,LEDGER-MISSING-157,INR
L4125,2025-10-16,14,DMart,LEDGER-MISSING-548,INR
L4126,2025-10-26,5,BookMyShow,LEDGER-MISSING-201,INR
L4127,2025-11-09,18,DMart,LEDGER-MISSING-243,INR
L4128,2025-11-16,17,Ola,LEDGER-MISSING-914,INR
L4129,2025-10-26,1,Netflix,LEDGER-MISSING-148,INR
L4130,2025-11-30,11,Amazon India,LEDGER-MISSING-998,INR
L4131,2025-11-01,9,Flipkart,LEDGER-MISSING-433,INR
L4132,2025-11-29,1,Air India,LEDGER-MISSING-593,INR
L4133,2025-10-28,7,Reliance Mart,LEDGER-MISSING-835,INR
L4134,2025-11-29,14,IndiGo,LEDGER-MISSING-500,INR
L4135,2025-10-10,1,BigBasket,LEDGER-MISSING-668,INR
L4136,2025-11-23,13,Ola,LEDGER-MISSING-823,INR
L4137,2025-10-01,4,Swiggy,LEDGER-MISSING-384,INR
L4138,2025-10-02,14,MakeMyTrip,LEDGER-MISSING-769,INR
L4139,2025-11-24,11,Netflix,LEDGER-MISSING-449,INR
L4140,2025-10-17,11,Reliance Mart,LEDGER-MISSING-630,INR
L4141,2025-11-11,19,Amazon India,LEDGER-MISSING-151,INR
L4142,2025-10-17,7,Myntra,LEDGER-MISSING-284,INR
L4143,2025-11-02,6,Ola,LEDGER-MISSING-566,INR
L4144,2025-10-06,1,Reliance Mart,LEDGER-MISSING-245,INR
L4145,2025-10-11,6,IRCTC,LEDGER-MISSING-670,INR
L4146,2025-10-20,8,Myntra,LEDGER-MISSING-708,INR
L4147,2025-10-01,11,Netflix,LEDGER-MISSING-881,INR
L4148,2025-11-21,10,Spotify,LEDGER-MISSING-996,INR
L4149,2025-11-30,16,Ola,LEDGER-MISSING-492,INR
L4150,2025-11-04,16,Zomato,LEDGER-MISSING-913,INR
L4151,2025-10-14,5,IndiGo,LEDGER-MISSING-503,INR
L4152,2025-10-17,2,MakeMyTrip,LEDGER-MISSING-238,INR
L4153,2025-10-23,8,IRCTC,LEDGER-MISSING-694,INR
L4154,2025-11-15,18,Paytm Mall,LEDGER-MISSING-622,INR
L4155,2025-10-03,2,Paytm Mall,LEDGER-MISSING-981,INR
L4156,2025-10-21,11,Apple Store,LEDGER-MISSING-806,INR
L4157,2025-10-26,14,Zomato,LEDGER-MISSING-887,INR
L4158,2025-10-01,5,Air India,LEDGER-MISSING-208,INR
L4159,2025-11-13,7,DMart,LEDGER-MISSING-224,INR
L4160,2025-10-05,11,IndiGo,LEDGER-MISSING-544,INR
L4161,2025-10-29,11,Amazon India,LEDGER-MISSING-813,INR
L4162,2025-10-22,2,Ola,LEDGER-MISSING-120,INR
L4163,2025-11-25,2,Flipkart,LEDGER-MISSING-791,INR
L4164,2025-11-18,6,Paytm Mall,LEDGER-MISSING-535,INR
L4165,2025-11-07,9,Uber,LEDGER-MISSING-167,INR
L4166,2025-10-25,6,Reliance Mart,LEDGER-MISSING-439,INR
L4167,2025-10-27,2,Spotify,LEDGER-MISSING-862,INR
L4168,2025-11-08,17,Swiggy,LEDGER-MISSING-489,INR
L4169,2025-11-09,3,Reliance Mart,LEDGER-MISSING-731,INR
L4170,2025-10-20,16,BookMyShow,LEDGER-MISSING-336,INR
L4171,2025-11-26,18,BigBasket,LEDGER-MISSING-917,INR
L4172,2025-11-13,9,Zomato,LEDGER-MISSING-795,INR
L4173,2025-10-10,17,Netflix,LEDGER-MISSING-879,INR
L4174,2025-11-30,1,Netflix,LEDGER-MISSING-738,INR
L4175,2025-10-02,9,Amazon India,LEDGER-MISSING-684,INR
L4176,2025-11-03,18,DMart,LEDGER-MISSING-839,INR
L4177,2025-10-04,16,Air India,LEDGER-MISSING-919,INR
L4178,2025-10-18,13,Flipkart,LEDGER-MISSING-490,INR
L4179,2025-10-15,13,Apple Store,LEDGER-MISSING-838,INR
L4180,2025-10-17,20,Ola,LEDGER-MISSING-269,INR
L4181,2025-11-05,18,BookMyShow,LEDGER-MISSING-213,INR
L4182,2025-10-23,9,Reliance Mart,LEDGER-MISSING-554,INR
L4183,2025-10-08,14,Spotify,LEDGER-MISSING-209,INR
L4184,2025-11-27,10,Google Play,LEDGER-MISSING-810,INR
L4185,2025-11-25,1,Google Play,LEDGER-MISSING-433,INR
L4186,2025-11-04,5,Google Play,LEDGER-MISSING-577,INR
L4187,2025-11-15,14,Swiggy,LEDGER-MISSING-736,INR
L4188,2025-11-22,14,Spotify,LEDGER-MISSING-777,INR
L4189,2025-11-11,20,Ola,LEDGER-MISSING-841,INR
L4190,2025-11-06,2,BigBasket,LEDGER-MISSING-824,INR
L4191,2025-10-13,18,Ola,LEDGER-MISSING-116,INR
L4192,2025-10-18,8,IRCTC,LEDGER-MISSING-682,INR
L4193,2025-10-20,8,Apple Store,LEDGER-MISSING-918,INR
L4194,2025-10-07,5,Flipkart,LEDGER-MISSING-513,INR
L4195,2025-10-29,13,Spotify,LEDGER-MISSING-945,INR
L4196,2025-10-11,18,IndiGo,LEDGER-MISSING-603,INR
L4197,2025-10-14,13,MakeMyTrip,LEDGER-MISSING-652,INR
L4198,2025-10-23,8,Amazon India,LEDGER-MISSING-819,INR
L4199,2025-10-11,4,Uber,LEDGER-MISSING-692,INR
L4200,2025-11-09,6,Uber,LEDGER-MISSING-422,INR
L4201,2025-10-11,14,Air India,LEDGER-MISSING-859,INR
L4202,2025-10-13,5,Uber,LEDGER-MISSING-851,INR
L4203,2025-11-25,9,Zomato,LEDGER-MISSING-671,INR
L4204,2025-10-25,14,Zomato,LEDGER-MISSING-612,INR
L4205,2025-10-23,15,Google Play,LEDGER-MISSING-679,INR
L4206,2025-10-10,17,Zomato,LEDGER-MISSING-435,INR
L4207,2025-10-22,14,Paytm Mall,LEDGER-MISSING-610,INR
L4208,2025-11-10,13,BigBasket,LEDGER-MISSING-259,INR
L4209,2025-10-02,11,Paytm Mall,LEDGER-MISSING-210,INR
L4210,2025-10-20,14,Spotify,LEDGER-MISSING-595,INR
L4211,2025-11-26,18,Netflix,LEDGER-MISSING-748,INR
L4212,2025-11-08,3,Apple Store,LEDGER-MISSING-745,INR
L4213,2025-11-29,14,BookMyShow,LEDGER-MISSING-949,INR
L4214,2025-11-13,10,Netflix,LEDGER-MISSING-903,INR
L4215,2025-11-26,4,Apple Store,LEDGER-MISSING-353,INR
L4216,2025-10-15,15,DMart,LEDGER-MISSING-282,INR
L4217,2025-11-05,17,BigBasket,LEDGER-MISSING-317,INR
L4218,2025-10-19,15,Air India,LEDGER-MISSING-863,INR
L4219,2025-10-25,13,Amazon India,LEDGER-MISSING-612,INR
L4220,2025-11-24,4,BigBasket,LEDGER-MISSING-577,INR
L4221,2025-10-03,9,IRCTC,LEDGER-MISSING-973,INR
L4222,2025-10-05,1,MakeMyTrip,LEDGER-MISSING-816,INR
L4223,2025-10-21,15,Paytm Mall,LEDGER-MISSING-105,INR
L4224,2025-10-17,9,Reliance Mart,LEDGER-MISSING-275,INR
L4225,2025-11-26,3,Flipkart,LEDGER-MISSING-916,INR
L4226,2025-11-13,18,Flipkart,LEDGER-MISSING-694,INR
L4227,2025-11-28,2,Swiggy,LEDGER-MISSING-974,INR
L4228,2025-11-06,13,Flipkart,LEDGER-MISSING-558,INR
L4229,2025-11-18,1,Netflix,LEDGER-MISSING-822,INR
L4230,2025-10-05,16,Swiggy,LEDGER-MISSING-714,INR
L4231,2025-10-10,8,IndiGo,LEDGER-MISSING-472,INR
L4232,2025-10-14,2,DMart,LEDGER-MISSING-231,INR
L4233,2025-11-12,13,Spotify,LEDGER-MISSING-172,INR
L4234,2025-10-10,2,BigBasket,LEDGER-MISSING-986,INR
L4235,2025-10-01,5,Air India,LEDGER-MISSING-910,INR
L4236,2025-10-24,3,DMart,LEDGER-MISSING-469,INR
L4237,2025-10-01,10,BigBasket,LEDGER-MISSING-261,INR
L4238,2025-11-13,9,Uber,LEDGER-MISSING-158,INR
L4239,2025-11-23,3,Paytm Mall,LEDGER-MISSING-674,INR
L4240,2025-11-26,6,Zomato,LEDGER-MISSING-312,INR
L4241,2025-11-25,10,BookMyShow,LEDGER-MISSING-263,INR
L4242,2025-10-03,7,Zomato,LEDGER-MISSING-601,INR
L4243,2025-11-24,12,Netflix,LEDGER-MISSING-801,INR
L4244,2025-11-26,18,Zomato,LEDGER-MISSING-805,INR
L4245,2025-11-30,18,IndiGo,LEDGER-MISSING-913,INR
L4246,2025-11-22,3,Spotify,LEDGER-MISSING-595,INR
L4247,2025-11-13,13,IndiGo,LEDGER-MISSING-443,INR
L4248,2025-10-24,19,Reliance Mart,LEDGER-MISSING-867,INR
L4249,2025-10-17,7,Myntra,LEDGER-MISSING-433,INR
L4250,2025-11-08,5,Air India,LEDGER-MISSING-519,INR
L4251,2025-10-22,10,IRCTC,LEDGER-MISSING-360,INR
L4252,2025-11-22,9,Air India,LEDGER-MISSING-596,INR
L4253,2025-11-25,12,BookMyShow,LEDGER-MISSING-412,INR
L4254,2025-11-27,3,Spotify,LEDGER-MISSING-985,INR
L4255,2025-10-02,8,Flipkart,LEDGER-MISSING-276,INR
L4256,2025-10-29,9,DMart,LEDGER-MISSING-567,INR
L4257,2025-10-24,13,Zomato,LEDGER-MISSING-141,INR
L4258,2025-11-22,6,IRCTC,LEDGER-MISSING-886,INR
L4259,2025-10-11,19,Spotify,LEDGER-MISSING-466,INR
L4260,2025-10-30,16,Uber,LEDGER-MISSING-347,INR
L4261,2025-11-18,9,Reliance Mart,LEDGER-MISSING-904,INR
L4262,2025-10-20,3,Air India,LEDGER-MISSING-789,INR
L4263,2025-10-21,3,IRCTC,LEDGER-MISSING-525,INR
L4264,2025-11-09,14,Ola,LEDGER-MISSING-240,INR
L4265,2025-11-28,8,BigBasket,LEDGER-MISSING-872,INR
L4266,2025-11-12,13,DMart,LEDGER-MISSING-211,INR
L4267,2025-11-26,4,IndiGo,LEDGER-MISSING-889,INR
L4268,2025-10-24,3,IRCTC,LEDGER-MISSING-183,INR
L4269,2025-11-09,15,Ola,LEDGER-MISSING-815,INR
L4270,2025-10-20,8,Netflix,LEDGER-MISSING-602,INR
L4271,2025-11-21,7,Amazon India,LEDGER-MISSING-850,INR
L4272,2025-11-01,4,Spotify,LEDGER-MISSING-580,INR
L4273,2025-10-28,16,BookMyShow,LEDGER-MISSING-802,INR
L4274,2025-11-08,13,Swiggy,LEDGER-MISSING-171,INR
L4275,2025-11-14,13,IndiGo,LEDGER-MISSING-584,INR
L4276,2025-10-05,2,Uber,LEDGER-MISSING-166,INR
L4277,2025-10-31,20,Apple Store,LEDGER-MISSING-861,INR
L4278,2025-10-26,1,BookMyShow,LEDGER-MISSING-454,INR
L4279,2025-10-09,6,MakeMyTrip,LEDGER-MISSING-666,INR
L4280,2025-10-14,10,MakeMyTrip,LEDGER-MISSING-297,INR
L4281,2025-10-01,2,Spotify,LEDGER-MISSING-418,INR
L4282,2025-10-07,1,Google Play,LEDGER-MISSING-497,INR
L4283,2025-11-06,5,BookMyShow,LEDGER-MISSING-367,INR
L4284,2025-10-17,19,Ola,LEDGER-MISSING-607,INR
L4285,2025-10-22,11,BigBasket,LEDGER-MISSING-440,INR
L4286,2025-10-18,5,Zomato,LEDGER-MISSING-134,INR
L4287,2025-10-24,3,Paytm Mall,LEDGER-MISSING-139,INR
L4288,2025-10-24,1,Apple Store,LEDGER-MISSING-556,INR
L4289,2025-11-22,16,Zomato,LEDGER-MISSING-612,INR
L4290,2025-11-03,18,Air India,LEDGER-MISSING-914,INR
L4291,2025-11-25,4,Uber,LEDGER-MISSING-925,INR
L4292,2025-11-11,2,Spotify,LEDGER-MISSING-408,INR
L4293,2025-10-29,2,Paytm Mall,LEDGER-MISSING-463,INR
L4294,2025-11-13,18,Zomato,LEDGER-MISSING-345,INR
L4295,2025-10-12,7,Paytm Mall,LEDGER-MISSING-543,INR
L4296,2025-11-24,6,Amazon India,LEDGER-MISSING-607,INR
L4297,2025-10-27,8,Myntra,LEDGER-MISSING-364,INR
L4298,2025-10-08,18,Ola,LEDGER-MISSING-655,INR
L4299,2025-10-30,13,Reliance Mart,LEDGER-MISSING-280,INR
L4300,2025-10-23,7,Paytm Mall,LEDGER-MISSING-128,INR
L4301,2025-10-27,8,BigBasket,LEDGER-MISSING-118,INR
L4302,2025-10-11,5,Zomato,LEDGER-MISSING-624,INR
L4303,2025-11-24,19,Apple Store,LEDGER-MISSING-258,INR
L4304,2025-10-29,18,Air India,LEDGER-MISSING-127,INR
L4305,2025-10-10,20,IRCTC,LEDGER-MISSING-458,INR
L4306,2025-10-11,1,Zomato,LEDGER-MISSING-737,INR
L4307,2025-10-17,2,Uber,LEDGER-MISSING-340,INR
L4308,2025-10-14,8,Reliance Mart,LEDGER-MISSING-128,INR
L4309,2025-11-19,20,Swiggy,LEDGER-MISSING-285,INR
L4310,2025-10-14,6,Ola,LEDGER-MISSING-170,INR
L4311,2025-10-10,15,DMart,LEDGER-MISSING-869,INR
L4312,2025-10-07,16,BookMyShow,LEDGER-MISSING-992,INR
L4313,2025-10-05,1,Ola,LEDGER-MISSING-735,INR
L4314,2025-11-17,16,Apple Store,LEDGER-MISSING-646,INR
L4315,2025-10-22,4,MakeMyTrip,LEDGER-MISSING-921,INR
L4316,2025-11-19,12,IndiGo,LEDGER-MISSING-170,INR
L4317,2025-10-28,4,Flipkart,LEDGER-MISSING-393,INR
L4318,2025-11-30,10,Google Play,LEDGER-MISSING-391,INR
L4319,2025-11-25,2,BookMyShow,LEDGER-MISSING-139,INR
L4320,2025-11-04,17,Myntra,LEDGER-MISSING-699,INR
